Team_Size,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Team_Experience_Level,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Vendor_Reliability_Score,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Schedule_Pressure,Resource_Availability,Integration_Complexity,Project_Budget_USD
7,12,3.86,9,Junior,3,3.03,Execution,0.69,2.86,Low,Familiar,0.0,0.32,6.18,355054.95
11,14,3.35,6,Expert,0,1.44,Planning,0.92,3.14,Medium,Expert,0.0,0.38,9.41,660959.39
6,10,5.1,9,Mixed,3,0.59,Closure,0.73,3.3,Critical,Familiar,0.22,0.41,8.44,660457.9
2,8,4.57,10,Mixed,4,2.51,Execution,0.74,4.68,High,Familiar,0.3,0.8,1.83,490911.39
5,12,4.29,8,Junior,4,1.9,Initiation,0.91,1.32,Medium,New,0.0,0.38,4.5,718689.28
21,20,6.07,13,Mixed,2,0.89,Monitoring,0.84,2.64,Medium,Expert,0.0,0.43,2.83,981329.78
32,30,10.0,20,Junior,4,1.82,Planning,0.75,2.83,High,New,0.0,0.51,3.16,2773366.84
7,11,3.11,6,Senior,2,0.99,Planning,0.65,3.75,High,Expert,0.0,0.88,1.08,586866.13
3,8,2.57,4,Mixed,3,1.85,Execution,0.81,3.18,Medium,Familiar,0.0,0.56,4.35,220354.41
14,17,7.13,9,Senior,5,1.25,Initiation,0.69,4.55,Medium,Expert,0.05,0.6,9.61,1051072.65
36,33,7.93,15,Mixed,2,0.63,Initiation,0.69,6.56,Low,Expert,0.0,0.54,8.67,2144389.98
7,12,5.51,11,Junior,4,1.29,Monitoring,0.98,2.14,Low,Familiar,0.13,0.47,5.62,938361.06
16,18,6.24,9,Senior,4,0.47,Initiation,0.78,5.85,Low,Expert,0.0,0.7,2.56,813921.18
44,36,9.44,21,Mixed,4,2.35,Closure,0.66,5.97,Critical,New,0.0,0.92,6.14,2714296.61
7,7,2.08,7,Mixed,0,1.45,Monitoring,0.57,2.78,Low,New,0.0,0.64,2.9,895285.31
9,15,7.98,9,Mixed,2,1.49,Execution,0.38,0.81,Low,Familiar,0.25,0.72,7.59,686364.89
10,16,6.39,10,Senior,5,4.01,Closure,0.79,3.29,Low,Expert,0.0,0.94,6.87,980061.17
22,26,9.21,17,Senior,6,3.48,Execution,0.65,1.18,Low,Familiar,0.0,0.41,4.57,1742955.62
23,26,10.0,13,Senior,4,2.03,Planning,0.45,3.17,Critical,Expert,0.0,0.31,2.36,1645051.64
5,12,6.13,8,Senior,5,3.16,Closure,0.97,4.46,Medium,Familiar,0.22,0.66,1.32,647587.13
19,24,10.0,9,Mixed,4,1.26,Execution,0.72,4.23,Critical,Expert,0.04,0.42,2.06,1180256.76
9,12,4.46,7,Junior,3,0.39,Monitoring,0.84,4.83,Critical,New,0.0,0.92,9.9,772823.43
5,4,2.76,5,Expert,1,0.3,Initiation,0.76,3.89,High,Expert,0.42,0.88,4.14,429450.44
8,15,6.26,8,Junior,2,1.1,Planning,0.73,3.19,Critical,Familiar,0.04,0.63,5.8,857893.75
27,23,6.14,13,Mixed,5,1.56,Monitoring,0.86,1.43,High,Familiar,0.0,0.53,4.2,1854347.11
15,21,10.0,13,Senior,5,0.13,Initiation,0.76,4.4,Medium,New,0.16,0.43,9.58,1357128.76
12,16,7.12,11,Senior,2,0.81,Initiation,0.79,6.14,Critical,Familiar,0.1,0.68,2.37,698110.42
13,12,3.85,8,Mixed,0,0.63,Monitoring,0.63,1.71,Low,Expert,0.0,0.76,7.38,497054.07
23,25,9.88,17,Senior,4,0.51,Monitoring,0.89,1.83,High,Familiar,0.0,0.48,7.56,2251044.78
27,20,5.18,13,Senior,2,2.31,Initiation,0.66,4.81,High,Familiar,0.0,0.76,1.31,1927779.65
20,21,6.1,11,Mixed,2,0.8,Initiation,0.82,1.46,High,Familiar,0.0,0.94,6.83,1499935.11
32,20,4.27,17,Senior,2,0.25,Initiation,0.71,0.96,Low,Familiar,0.0,0.7,8.22,2174577.23
7,14,7.33,6,Mixed,4,1.34,Execution,0.99,2.81,High,Familiar,0.24,0.67,2.12,676337.45
11,19,8.74,8,Mixed,3,0.11,Execution,0.41,2.43,High,New,0.13,0.94,9.82,739987.15
9,10,4.43,8,Mixed,2,0.89,Closure,0.82,5.74,Low,Familiar,0.1,0.64,9.71,431547.06
36,26,5.97,16,Mixed,1,2.43,Planning,0.79,3.01,Medium,New,0.0,0.59,6.78,1965952.74
21,26,10.0,16,Mixed,7,0.54,Initiation,0.53,1.63,High,New,0.0,0.78,2.0,1975002.03
19,24,10.0,17,Expert,6,3.52,Monitoring,0.76,2.66,Medium,Expert,0.04,0.93,7.09,1632224.05
2,7,4.06,7,Junior,2,1.94,Monitoring,0.9,5.15,Low,Familiar,0.31,0.47,1.87,483176.02
28,28,8.82,18,Mixed,5,0.75,Monitoring,0.6,6.14,Critical,New,0.0,0.47,1.33,2275711.16
18,23,9.51,12,Senior,3,2.65,Monitoring,0.81,2.69,Medium,New,0.03,0.34,4.89,1495394.3
32,24,6.01,13,Junior,3,0.3,Initiation,0.94,7.06,High,Familiar,0.0,0.49,7.15,1943270.77
14,19,6.97,12,Mixed,5,0.29,Closure,0.51,4.85,Medium,Expert,0.0,0.64,9.02,1149164.81
9,13,5.36,7,Senior,3,1.42,Execution,0.76,3.15,Critical,Familiar,0.03,0.66,6.86,751238.99
6,10,5.15,10,Junior,2,0.65,Execution,0.92,1.06,High,New,0.22,0.81,4.63,546265.47
5,9,5.15,6,Senior,3,5.87,Initiation,0.77,2.16,Medium,Expert,0.3,0.63,8.13,483342.35
8,8,3.43,10,Mixed,2,0.93,Execution,0.94,1.92,High,New,0.07,0.33,1.29,919095.39
45,32,7.38,22,Junior,2,0.18,Execution,0.98,5.37,High,Expert,0.0,0.55,6.3,2973021.28
16,18,6.73,8,Expert,4,2.29,Monitoring,0.82,1.84,Low,Familiar,0.0,0.56,1.64,1199541.29
11,13,6.46,6,Mixed,3,2.01,Closure,0.71,2.17,Critical,New,0.2,0.41,3.57,744075.32
11,15,5.7,10,Mixed,4,0.91,Initiation,0.76,3.08,High,Expert,0.0,0.46,5.04,1280292.25
11,15,6.16,9,Senior,3,2.58,Planning,0.67,3.58,Medium,Familiar,0.03,0.83,6.91,1135507.46
2,5,2.56,8,Mixed,1,1.48,Initiation,0.77,4.01,Critical,New,0.22,0.35,4.94,521579.62
15,16,5.01,11,Mixed,2,0.22,Closure,0.7,2.26,Critical,Familiar,0.0,0.97,9.89,1226615.35
9,11,5.66,5,Mixed,4,2.02,Closure,0.61,1.52,Critical,Familiar,0.22,0.63,3.97,422387.81
9,18,6.65,9,Expert,2,1.46,Closure,0.76,6.05,Low,Familiar,0.0,0.92,5.42,686860.8
45,33,7.34,18,Junior,5,2.89,Planning,0.93,2.75,Low,Familiar,0.0,0.34,3.66,2375007.29
22,25,9.92,19,Junior,4,2.42,Monitoring,0.82,2.56,Critical,Familiar,0.0,0.82,1.39,1812926.49
8,8,3.84,10,Mixed,3,0.83,Planning,0.34,1.61,Critical,Familiar,0.17,0.56,9.78,482722.83
7,11,5.44,10,Mixed,3,1.03,Closure,0.72,5.63,Medium,Familiar,0.19,0.65,8.86,911121.2
10,12,4.23,11,Senior,1,0.52,Execution,0.86,3.83,Critical,Expert,0.0,0.44,1.63,822534.62
10,11,4.92,13,Mixed,4,2.06,Closure,0.71,3.04,Medium,New,0.11,0.6,5.28,935217.52
27,28,9.01,21,Mixed,5,4.92,Initiation,0.62,3.16,High,Familiar,0.0,0.67,5.56,2324655.1
18,21,6.8,16,Senior,4,2.1,Monitoring,0.91,1.91,High,Expert,0.0,0.73,5.87,1814991.93
8,12,5.47,11,Expert,4,0.41,Planning,0.9,1.9,High,Familiar,0.12,0.57,5.2,1069915.78
17,14,4.66,7,Mixed,4,0.91,Execution,0.52,2.57,Medium,Expert,0.0,0.55,4.19,917984.18
26,25,6.53,14,Mixed,5,3.77,Initiation,0.74,3.3,Medium,Familiar,0.0,0.95,5.27,1483296.02
19,25,9.0,13,Junior,3,0.39,Monitoring,0.66,0.75,Medium,Familiar,0.0,0.96,3.91,1805901.0
21,15,3.35,8,Senior,3,3.99,Closure,0.78,2.95,Medium,Expert,0.0,0.99,3.8,1001312.98
24,24,7.99,9,Senior,4,0.69,Execution,0.87,7.8,High,Expert,0.0,0.65,3.55,1346026.93
6,10,4.43,8,Junior,1,1.06,Monitoring,0.92,1.44,Critical,Familiar,0.1,0.38,4.02,629447.31
4,13,4.54,7,Junior,2,0.75,Initiation,0.82,2.88,High,Familiar,0.0,0.61,7.04,511253.35
10,9,2.92,8,Mixed,1,1.11,Execution,0.74,1.6,Low,New,0.0,0.37,8.48,463352.75
13,19,8.81,14,Mixed,5,2.39,Monitoring,0.67,1.68,Low,Familiar,0.14,0.34,8.17,1262626.26
18,16,6.42,17,Mixed,4,2.71,Monitoring,0.6,1.68,Low,Expert,0.0,0.39,6.72,1527566.76
14,18,7.67,11,Mixed,5,1.25,Initiation,0.5,5.2,Low,Expert,0.06,0.82,7.89,1043629.22
12,10,3.65,10,Senior,0,1.51,Execution,0.76,4.3,Critical,Expert,0.0,0.66,6.82,733791.56
33,28,7.08,14,Mixed,5,0.85,Monitoring,0.82,3.57,Low,Expert,0.0,0.55,5.41,1754951.98
22,25,7.49,19,Junior,3,0.76,Execution,0.47,2.06,Medium,New,0.0,0.58,1.08,2256430.63
16,19,8.76,13,Mixed,4,2.47,Initiation,0.89,1.48,High,Expert,0.13,0.73,5.86,1009215.23
13,26,8.8,14,Senior,5,0.28,Initiation,0.53,2.96,Medium,New,0.0,0.82,8.02,1411245.96
17,21,9.2,16,Senior,3,1.94,Execution,0.7,2.85,Critical,Expert,0.09,0.92,7.69,1523408.69
14,22,7.15,17,Junior,3,0.22,Closure,0.44,2.39,Medium,New,0.0,0.69,7.86,1565771.87
8,12,4.47,6,Junior,3,0.78,Initiation,0.43,4.06,Medium,New,0.0,0.38,2.0,605595.04
21,24,9.92,15,Senior,5,1.34,Execution,0.67,2.36,Low,Familiar,0.03,0.75,2.27,1442635.69
18,22,8.67,14,Junior,6,3.54,Execution,0.63,6.02,Critical,Expert,0.0,0.31,3.59,1554970.49
10,11,4.53,10,Mixed,1,0.86,Planning,0.71,9.5,High,Familiar,0.03,0.61,9.6,961154.09
4,4,2.28,5,Mixed,2,3.52,Planning,0.91,3.92,Medium,Familiar,0.3,0.59,9.21,345638.13
18,26,10.0,15,Mixed,5,0.77,Monitoring,0.9,2.85,Critical,Familiar,0.0,0.83,6.48,1600374.47
27,26,8.99,21,Junior,5,0.77,Closure,0.77,5.87,Critical,Familiar,0.0,0.97,8.63,2268346.24
7,12,5.84,11,Senior,3,3.35,Monitoring,0.88,4.84,High,Expert,0.18,0.79,3.36,979849.86
4,5,2.56,2,Junior,0,0.96,Closure,0.79,1.98,High,New,0.22,0.31,3.45,211883.79
30,25,5.6,17,Senior,4,2.22,Execution,0.66,0.16,Medium,Familiar,0.0,0.72,9.54,1897831.92
11,19,8.43,12,Mixed,4,1.24,Initiation,0.86,5.54,Low,Familiar,0.1,0.6,8.23,858141.55
27,27,8.79,21,Senior,3,1.67,Initiation,0.77,4.16,Critical,New,0.0,0.76,8.7,2239599.65
8,11,3.31,10,Senior,3,3.88,Execution,0.67,9.38,High,Familiar,0.0,0.64,3.75,628169.42
23,21,8.12,16,Mixed,3,0.89,Closure,0.4,7.69,Critical,New,0.0,0.44,6.38,1996335.87
16,23,10.0,13,Mixed,4,0.68,Closure,0.94,3.85,Low,New,0.08,0.63,5.49,1362896.32
28,27,5.81,17,Expert,4,0.33,Planning,0.76,1.67,Critical,Familiar,0.0,0.41,2.51,2277869.82
7,10,3.4,8,Senior,3,0.85,Execution,0.99,3.68,Medium,Expert,0.0,0.36,1.49,521762.05
16,22,8.18,10,Junior,5,0.57,Initiation,0.75,5.03,Medium,Familiar,0.0,0.36,9.84,615057.26
12,14,5.41,10,Mixed,1,2.25,Execution,0.45,4.1,High,Expert,0.0,0.74,3.46,701884.71
13,22,8.34,13,Expert,6,1.37,Initiation,0.75,3.2,Medium,Familiar,0.0,0.7,3.72,1314359.22
5,10,5.04,9,Senior,2,2.24,Planning,0.68,0.84,Low,Expert,0.21,0.5,3.78,868806.77
12,14,5.93,12,Expert,3,1.65,Execution,0.89,2.16,Critical,Familiar,0.06,0.58,5.99,1175218.2
14,14,4.18,12,Mixed,1,0.41,Monitoring,0.57,2.42,Critical,New,0.0,0.93,1.72,1176133.12
11,9,2.83,12,Mixed,3,1.42,Execution,0.34,1.69,Critical,New,0.0,0.46,6.76,783288.48
13,17,6.43,10,Junior,3,0.39,Planning,0.91,2.53,High,Expert,0.0,0.32,7.82,885127.58
8,11,3.41,9,Mixed,1,0.44,Monitoring,0.57,4.27,High,Expert,0.0,0.46,1.6,454090.2
16,18,6.76,10,Mixed,5,0.39,Planning,0.71,1.05,Medium,Familiar,0.0,0.84,8.96,825315.28
12,21,8.29,14,Junior,3,3.69,Closure,0.75,4.56,Low,Familiar,0.0,0.43,3.26,1320689.49
11,16,5.83,11,Mixed,2,1.75,Closure,0.84,3.83,Critical,Familiar,0.0,0.71,3.63,1145162.14
22,17,5.84,9,Senior,1,0.75,Closure,0.81,1.43,High,Familiar,0.0,0.95,1.26,1322570.75
12,19,6.34,12,Mixed,2,4.08,Execution,0.69,4.3,High,Familiar,0.0,0.47,3.2,886358.09
7,10,2.83,9,Senior,1,1.12,Planning,0.49,1.14,Medium,New,0.0,0.31,9.44,681950.24
20,18,5.42,10,Expert,4,0.95,Initiation,0.89,4.33,Low,Familiar,0.0,0.34,8.84,1240041.98
33,24,6.41,13,Mixed,3,1.44,Planning,0.88,1.28,Low,Expert,0.0,0.45,8.3,1800305.76
8,11,3.39,5,Senior,2,3.27,Monitoring,0.79,6.44,Low,Familiar,0.0,0.38,4.9,737532.79
19,24,9.77,16,Mixed,6,1.74,Initiation,0.9,2.24,Medium,New,0.02,0.77,9.75,1581517.24
4,9,2.45,8,Senior,3,0.22,Initiation,0.53,5.69,Low,Expert,0.0,0.43,3.42,620995.09
24,21,6.96,16,Expert,4,2.11,Execution,0.65,3.85,Critical,Familiar,0.0,0.72,7.8,1474203.87
18,20,8.36,14,Senior,5,0.49,Execution,0.82,2.44,Low,New,0.04,0.77,8.3,1610584.31
10,10,3.54,8,Senior,3,0.89,Planning,0.86,7.05,Critical,Familiar,0.0,0.38,6.49,319212.47
10,16,7.99,7,Senior,3,0.37,Monitoring,0.31,2.79,High,Expert,0.2,0.36,5.94,790866.38
23,24,10.0,17,Mixed,4,3.63,Planning,0.88,1.88,High,New,0.04,0.68,1.12,1990838.8
5,15,5.12,8,Senior,1,1.55,Planning,0.68,1.07,Medium,Familiar,0.0,0.75,1.2,585837.43
11,10,4.46,13,Expert,1,1.64,Initiation,0.66,5.44,Critical,Familiar,0.1,0.82,6.96,1079672.74
14,22,10.0,12,Mixed,4,0.29,Planning,0.82,2.13,Medium,Expert,0.12,0.37,6.81,1290075.71
14,20,6.37,7,Junior,4,0.55,Initiation,0.84,3.51,Critical,Familiar,0.0,0.62,8.67,923117.99
18,23,8.56,17,Senior,4,0.75,Planning,0.97,1.4,Critical,New,0.0,0.57,3.87,1814824.23
19,26,10.0,12,Mixed,5,1.85,Closure,0.78,5.55,Critical,Familiar,0.0,0.38,4.28,1610934.52
14,18,5.8,10,Junior,1,1.07,Planning,0.61,3.99,High,Familiar,0.0,0.67,4.53,893197.43
8,8,2.47,5,Mixed,3,1.13,Closure,0.82,1.82,Critical,Familiar,0.0,0.7,6.47,563227.3
26,24,7.0,14,Senior,3,1.46,Execution,0.88,4.62,Critical,Expert,0.0,0.75,7.88,1599789.18
6,6,2.93,6,Junior,2,1.92,Planning,0.46,1.64,Medium,Expert,0.18,0.94,4.26,443802.99
20,14,3.9,9,Mixed,0,0.75,Planning,0.85,1.94,High,Expert,0.0,0.51,5.43,1334174.8
21,23,9.45,16,Expert,6,2.77,Closure,0.74,3.97,Low,New,0.03,0.64,6.93,1992666.89
40,29,6.42,20,Mixed,5,2.66,Closure,0.78,1.02,Critical,Familiar,0.0,0.93,8.72,2343377.48
5,6,2.67,9,Senior,0,0.42,Monitoring,0.76,1.47,Medium,New,0.1,0.7,9.22,895497.56
14,18,5.94,9,Mixed,2,0.65,Monitoring,0.7,5.41,Low,Familiar,0.0,0.67,4.28,699647.06
15,11,3.46,9,Expert,2,2.11,Initiation,0.73,3.21,Low,Expert,0.0,0.57,8.81,807666.46
13,15,7.17,5,Junior,4,1.34,Execution,0.82,2.69,Low,Expert,0.16,0.4,1.21,702922.87
10,12,4.19,11,Expert,1,0.68,Initiation,0.09,3.33,Critical,Familiar,0.0,0.76,3.21,654225.08
22,27,9.23,19,Mixed,4,1.13,Closure,0.86,4.83,High,Expert,0.0,0.31,6.82,2046132.71
11,14,5.35,6,Senior,3,1.8,Planning,0.91,1.27,Medium,New,0.0,0.43,2.39,709366.39
12,14,4.87,7,Mixed,3,3.73,Monitoring,0.7,6.49,High,Familiar,0.0,0.46,6.99,1041471.46
19,24,10.0,16,Expert,5,2.25,Closure,0.67,2.18,Low,New,0.04,0.8,1.24,1906768.48
20,25,7.42,12,Expert,4,0.35,Closure,0.78,3.78,High,Expert,0.0,0.71,4.26,1240572.49
17,18,7.35,15,Senior,2,0.24,Initiation,0.57,3.46,High,Expert,0.02,0.3,9.85,1708242.5
29,24,5.6,12,Expert,1,1.42,Execution,0.82,1.33,High,Familiar,0.0,0.66,2.29,1791543.82
11,11,4.78,5,Mixed,2,1.48,Closure,0.73,9.01,Critical,New,0.08,0.81,7.26,625330.69
22,24,7.05,13,Expert,3,5.17,Monitoring,0.87,1.46,High,New,0.0,0.71,3.91,1035550.38
29,24,6.6,16,Junior,4,2.94,Closure,0.77,2.64,Critical,Familiar,0.0,0.59,6.59,1662956.47
9,9,3.75,7,Senior,2,2.9,Closure,0.65,6.22,Critical,Familiar,0.04,0.86,5.37,697115.58
22,19,5.39,15,Mixed,2,0.19,Closure,0.46,7.93,Medium,Familiar,0.0,0.86,2.9,1382855.61
38,31,6.97,18,Junior,3,1.36,Closure,0.63,1.88,High,New,0.0,0.51,2.95,2251031.41
32,30,8.38,18,Junior,3,0.28,Execution,0.61,4.43,High,Familiar,0.0,0.79,4.96,2428430.96
8,12,5.83,12,Expert,1,2.04,Closure,0.88,3.82,Low,Expert,0.18,0.47,9.69,1012669.34
22,24,10.0,15,Mixed,6,2.74,Monitoring,0.63,4.29,High,Familiar,0.04,0.7,4.96,1707458.61
37,34,9.19,18,Junior,5,2.35,Execution,0.75,3.85,Medium,Familiar,0.0,0.64,4.72,1796504.65
18,24,8.46,10,Mixed,5,1.55,Initiation,0.65,6.46,High,Familiar,0.0,0.57,9.03,1323441.57
10,18,6.57,7,Expert,5,3.88,Planning,0.33,3.27,Medium,Familiar,0.0,0.67,6.14,1017358.73
10,11,5.33,10,Senior,4,2.28,Planning,0.59,0.85,High,Familiar,0.17,0.72,1.72,467097.29
28,18,4.17,13,Mixed,4,0.59,Monitoring,0.69,0.73,High,New,0.0,0.62,2.28,1852805.21
6,11,3.43,9,Senior,2,1.68,Monitoring,0.37,2.03,High,Expert,0.0,0.64,7.26,837668.58
17,19,6.63,12,Senior,3,2.19,Closure,0.78,3.97,Critical,Expert,0.0,0.53,7.26,1163406.19
14,13,4.81,7,Senior,2,3.21,Execution,0.74,1.9,Low,Familiar,0.0,0.81,6.37,747592.83
13,18,7.91,9,Mixed,4,0.51,Initiation,0.63,1.82,Low,Expert,0.09,0.54,6.12,964699.76
13,13,6.06,11,Senior,2,0.75,Planning,0.59,5.01,Critical,Familiar,0.14,0.49,3.54,887120.96
9,8,4.25,4,Senior,4,0.88,Initiation,0.94,1.28,High,Expert,0.25,0.75,3.08,585298.75
6,13,4.59,4,Mixed,3,0.72,Closure,0.89,1.03,Low,Familiar,0.0,0.68,9.53,530888.18
17,21,8.66,15,Senior,4,1.27,Closure,0.33,6.55,Medium,New,0.03,0.69,2.9,1207287.61
18,20,7.29,19,Mixed,3,1.37,Execution,0.6,1.83,High,New,0.0,0.42,8.48,1827546.1
24,20,5.27,12,Senior,2,0.81,Monitoring,0.79,1.13,Critical,Expert,0.0,0.42,9.35,1412891.66
9,7,4.42,11,Mixed,1,0.68,Planning,0.95,5.76,Medium,Expert,0.37,0.71,3.85,601496.05
21,23,8.34,15,Junior,4,0.24,Execution,0.56,1.65,Medium,New,0.0,0.75,2.9,1335362.31
12,22,7.82,16,Senior,3,3.44,Initiation,0.57,1.99,Low,Familiar,0.0,0.5,5.79,1368417.22
5,8,3.83,6,Junior,3,1.5,Execution,0.81,3.85,Critical,Familiar,0.16,0.75,2.63,431775.66
18,21,10.0,11,Mixed,5,4.79,Monitoring,0.71,1.32,High,Familiar,0.16,0.41,3.41,1177420.63
16,24,9.03,8,Junior,6,1.82,Closure,0.88,2.62,Low,Familiar,0.0,0.66,5.64,984698.57
7,12,6.13,9,Mixed,3,0.62,Initiation,0.78,3.63,Medium,Familiar,0.22,0.79,2.43,914267.86
25,23,8.3,10,Mixed,6,1.03,Execution,0.52,1.95,Low,Familiar,0.0,0.46,7.86,956977.83
9,8,3.76,13,Junior,1,0.98,Monitoring,0.83,2.76,Medium,Familiar,0.15,0.72,6.67,923507.95
16,18,7.39,9,Senior,3,0.8,Closure,0.69,6.15,Critical,Expert,0.03,0.3,6.63,1054663.99
12,16,7.89,13,Senior,5,1.49,Execution,0.39,8.89,Low,Expert,0.19,1.0,7.92,1002159.62
29,28,8.31,14,Mixed,6,3.01,Execution,0.95,1.91,Low,Familiar,0.0,0.51,4.39,1143241.31
21,25,8.65,14,Mixed,6,1.11,Closure,0.64,5.09,Low,New,0.0,0.32,1.2,1770637.95
17,24,10.0,14,Senior,6,2.16,Closure,0.81,3.11,High,New,0.04,0.81,9.3,1373596.82
17,22,7.61,11,Senior,5,3.92,Initiation,0.64,7.62,High,Familiar,0.0,0.67,5.81,1599599.89
38,27,5.61,15,Expert,1,1.65,Initiation,0.94,6.2,Medium,New,0.0,0.98,4.15,2160046.74
18,16,5.18,14,Senior,2,0.68,Monitoring,0.88,5.2,Low,Expert,0.0,0.32,7.36,1223709.0
30,28,7.57,17,Mixed,5,2.55,Initiation,0.82,3.78,High,New,0.0,0.85,9.43,1864690.01
4,10,3.82,6,Senior,2,0.49,Closure,0.52,5.31,High,Familiar,0.0,0.99,1.5,574801.77
34,24,5.94,19,Expert,3,3.32,Execution,0.95,1.86,High,Familiar,0.0,0.56,4.37,1903201.7
8,9,4.83,7,Expert,1,1.07,Planning,0.57,4.89,Critical,Expert,0.25,0.49,6.83,414264.33
2,4,1.78,8,Mixed,2,2.91,Initiation,0.65,3.87,Medium,New,0.1,0.38,9.03,324034.31
5,9,4.92,7,Expert,4,1.2,Closure,0.84,2.26,Low,Expert,0.27,0.98,1.41,712631.29
7,5,1.72,6,Mixed,2,1.47,Monitoring,0.71,2.19,Medium,Familiar,0.0,0.88,8.16,582955.84
11,16,6.95,10,Mixed,3,1.06,Planning,0.6,5.04,Low,New,0.08,0.46,2.63,597081.72
11,21,9.24,9,Junior,6,0.61,Planning,0.97,3.14,High,Familiar,0.09,0.37,8.75,899068.37
12,16,5.1,6,Mixed,4,2.12,Planning,0.65,2.6,Medium,New,0.0,0.89,3.9,756024.07
13,13,5.91,12,Mixed,3,2.98,Monitoring,0.43,2.64,High,Expert,0.12,0.5,1.94,879748.49
14,19,7.05,8,Junior,4,2.45,Monitoring,0.59,5.23,High,New,0.0,0.94,6.69,1177817.56
16,20,8.54,8,Senior,6,1.43,Closure,0.63,2.66,Medium,New,0.06,0.66,3.07,1162689.44
5,9,3.65,5,Mixed,0,1.97,Execution,0.85,0.59,Critical,New,0.01,0.98,4.95,731260.75
2,6,2.27,5,Expert,3,2.96,Monitoring,0.76,4.21,High,Familiar,0.0,0.53,1.2,344686.32
7,10,4.46,10,Mixed,2,3.34,Execution,0.92,1.71,Low,New,0.1,0.93,8.15,525309.02
13,13,6.08,10,Senior,5,0.98,Monitoring,0.82,4.87,High,Familiar,0.14,0.35,3.28,839041.08
26,26,9.99,22,Senior,6,0.73,Execution,0.89,3.07,High,New,0.0,0.5,7.41,2387571.06
11,10,4.14,8,Senior,3,2.11,Execution,0.57,3.83,High,Familiar,0.03,0.58,6.28,710059.12
17,23,8.63,13,Mixed,5,2.93,Initiation,0.79,1.79,Low,New,0.0,0.97,5.03,1793939.24
12,24,8.18,12,Junior,3,0.53,Monitoring,0.78,4.89,Medium,Expert,0.0,0.79,5.12,1137355.37
11,17,5.64,12,Senior,4,0.92,Planning,0.8,3.51,Low,Expert,0.0,0.48,1.37,844231.77
20,22,7.59,10,Senior,2,2.87,Monitoring,0.74,5.39,Critical,Familiar,0.0,0.84,3.62,1317695.02
50,34,6.96,21,Mixed,2,0.93,Monitoring,0.79,4.39,Critical,Familiar,0.0,0.51,6.96,2877966.42
5,7,1.63,4,Mixed,0,2.41,Monitoring,0.59,4.41,High,New,0.0,0.73,8.57,356654.06
15,17,6.26,12,Junior,5,0.87,Monitoring,0.78,4.24,Low,Familiar,0.0,0.76,1.66,1122670.77
8,12,4.88,10,Senior,4,0.8,Planning,0.53,1.21,High,Familiar,0.02,0.93,8.54,661441.41
11,20,9.11,9,Mixed,6,2.4,Monitoring,0.81,2.1,Low,Familiar,0.12,0.71,3.98,838005.97
8,11,3.07,6,Senior,2,0.81,Execution,0.51,2.19,High,Familiar,0.0,0.71,6.65,792818.71
43,33,7.69,24,Senior,5,3.41,Planning,0.83,2.76,Low,Expert,0.0,0.95,5.35,2730764.49
7,13,4.79,6,Senior,3,1.14,Planning,0.84,0.88,Critical,Expert,0.0,0.34,5.56,866895.13
19,14,4.58,10,Expert,2,2.79,Monitoring,0.77,5.81,Medium,Expert,0.0,0.68,5.1,1000506.1
9,14,5.18,12,Junior,2,0.65,Closure,0.67,5.04,Medium,Familiar,0.0,0.34,3.89,878597.92
34,26,6.34,19,Expert,3,1.53,Initiation,0.72,2.53,Medium,Familiar,0.0,0.72,7.73,2339333.99
12,21,10.0,9,Expert,5,2.0,Monitoring,0.93,5.86,High,New,0.16,0.47,4.74,944793.02
8,10,3.13,6,Expert,2,2.05,Closure,0.7,1.85,Critical,New,0.0,0.32,4.77,697690.68
29,31,10.0,24,Senior,5,0.16,Planning,0.65,2.35,Medium,Familiar,0.0,0.38,1.66,2745689.6
18,25,9.28,14,Mixed,5,0.55,Initiation,0.71,3.47,Critical,Familiar,0.0,0.87,2.15,1132021.75
19,17,4.92,14,Mixed,2,0.43,Execution,0.51,1.1,Low,Familiar,0.0,0.81,1.92,1261242.29
15,19,6.73,12,Mixed,2,2.02,Execution,0.67,8.31,Critical,Familiar,0.0,0.51,7.73,1227525.75
12,16,6.42,10,Junior,4,1.23,Execution,0.84,8.93,Medium,Familiar,0.0,0.79,6.18,903734.25
18,14,4.13,10,Mixed,3,1.47,Monitoring,0.61,4.38,Medium,New,0.0,0.87,3.42,1261327.03
20,23,10.0,16,Mixed,6,1.3,Closure,0.39,1.69,High,New,0.08,0.83,3.43,1493051.25
20,28,10.0,15,Mixed,5,1.53,Execution,0.64,3.03,Medium,New,0.0,0.79,4.19,1814441.63
12,17,7.17,11,Senior,2,0.04,Planning,0.89,5.37,Medium,Expert,0.05,0.82,1.59,874381.46
20,19,6.02,15,Senior,5,0.9,Planning,0.84,5.58,Medium,Expert,0.0,0.7,8.27,1279208.01
13,22,10.0,12,Mixed,4,0.56,Closure,0.41,1.18,Critical,Familiar,0.12,0.5,9.82,1336213.27
18,17,6.35,11,Mixed,2,0.95,Planning,0.47,0.71,Medium,Familiar,0.0,0.46,9.9,668548.11
17,20,6.47,7,Mixed,4,1.43,Initiation,0.73,4.98,High,New,0.0,1.0,5.3,971544.21
